experiment_id,transcript_id,model_name,technique_name,rag_enabled,quantity_value,estimated_weight_g
67,17,Llama 3.2 3B Instruct,few-shot,false,1.0,2.0
69,19,Llama 3.2 3B Instruct,few-shot,false,1.0,150.0
69,19,Llama 3.2 3B Instruct,few-shot,false,3.0,10.0
69,19,Llama 3.2 3B Instruct,few-shot,false,1.0,14.0
69,19,Llama 3.2 3B Instruct,few-shot,false,1.0,10.0
69,19,Llama 3.2 3B Instruct,few-shot,false,1.0,10.0
70,20,Llama 3.2 3B Instruct,few-shot,false,2.0,200.0
70,20,Llama 3.2 3B Instruct,few-shot,false,1.0,300.0
70,20,Llama 3.2 3B Instruct,few-shot,false,1.0,10.0
71,21,Llama 3.2 3B Instruct,few-shot,false,0.5,100.0
71,21,Llama 3.2 3B Instruct,few-shot,false,1.0,120.0
71,21,Llama 3.2 3B Instruct,few-shot,false,2.0,120.0
71,21,Llama 3.2 3B Instruct,few-shot,false,1.0,15.0
71,21,Llama 3.2 3B Instruct,few-shot,false,3.0,10.0
71,21,Llama 3.2 3B Instruct,few-shot,false,2.0,20.0
71,21,Llama 3.2 3B Instruct,few-shot,false,1.0,20.0
71,21,Llama 3.2 3B Instruct,few-shot,false,1.0,30.0
72,22,Llama 3.2 3B Instruct,few-shot,false,500.0,250.0
72,22,Llama 3.2 3B Instruct,few-shot,false,1.0,14.0
72,22,Llama 3.2 3B Instruct,few-shot,false,2.0,100.0
72,22,Llama 3.2 3B Instruct,few-shot,false,3.0,10.0
72,22,Llama 3.2 3B Instruct,few-shot,false,2.0,10.0
72,22,Llama 3.2 3B Instruct,few-shot,false,1.0,10.0
72,22,Llama 3.2 3B Instruct,few-shot,false,1.0,20.0
72,22,Llama 3.2 3B Instruct,few-shot,false,1.0,50.0
74,24,Llama 3.2 3B Instruct,few-shot,false,1.0,400.0
74,24,Llama 3.2 3B Instruct,few-shot,false,2.0,30.0
74,24,Llama 3.2 3B Instruct,few-shot,false,1.0,20.0
74,24,Llama 3.2 3B Instruct,few-shot,false,1.0,10.0
75,25,Llama 3.2 3B Instruct,few-shot,false,2.0,200.0
75,25,Llama 3.2 3B Instruct,few-shot,false,1.0,50.0
75,25,Llama 3.2 3B Instruct,few-shot,false,1.0,80.0
75,25,Llama 3.2 3B Instruct,few-shot,false,1.0,50.0
75,25,Llama 3.2 3B Instruct,few-shot,false,1.0,50.0
75,25,Llama 3.2 3B Instruct,few-shot,false,1.0,10.0
76,26,Llama 3.2 3B Instruct,few-shot,false,1.0,50.0
76,26,Llama 3.2 3B Instruct,few-shot,false,2.0,20.0
76,26,Llama 3.2 3B Instruct,few-shot,false,3.0,42.0
76,26,Llama 3.2 3B Instruct,few-shot,false,1.0,100.0
77,27,Llama 3.2 3B Instruct,few-shot,false,1.0,100.0
77,27,Llama 3.2 3B Instruct,few-shot,false,0.5,80.0
77,27,Llama 3.2 3B Instruct,few-shot,false,3.0,42.0
77,27,Llama 3.2 3B Instruct,few-shot,false,1.0,50.0
78,28,Llama 3.2 3B Instruct,few-shot,false,300.0,150.0
78,28,Llama 3.2 3B Instruct,few-shot,false,1.0,14.0
78,28,Llama 3.2 3B Instruct,few-shot,false,1.0,8.0
78,28,Llama 3.2 3B Instruct,few-shot,false,1.0,240.0
79,29,Llama 3.2 3B Instruct,few-shot,false,50.0,100.0
79,29,Llama 3.2 3B Instruct,few-shot,false,100.0,100.0
79,29,Llama 3.2 3B Instruct,few-shot,false,100.0,250.0
79,29,Llama 3.2 3B Instruct,few-shot,false,6.0,100.0
79,29,Llama 3.2 3B Instruct,few-shot,false,20.0,100.0
79,29,Llama 3.2 3B Instruct,few-shot,false,1.0,5.0
80,30,Llama 3.2 3B Instruct,few-shot,false,1.0,150.0
80,30,Llama 3.2 3B Instruct,few-shot,false,2.0,50.0
80,30,Llama 3.2 3B Instruct,few-shot,false,2.0,100.0
80,30,Llama 3.2 3B Instruct,few-shot,false,1.0,60.0
80,30,Llama 3.2 3B Instruct,few-shot,false,1.0,60.0
80,30,Llama 3.2 3B Instruct,few-shot,false,1.0,60.0
81,31,Llama 3.2 3B Instruct,few-shot,false,2.0,50.0
81,31,Llama 3.2 3B Instruct,few-shot,false,1.0,200.0
81,31,Llama 3.2 3B Instruct,few-shot,false,1.0,200.0
81,31,Llama 3.2 3B Instruct,few-shot,false,1.0,150.0
83,33,Llama 3.2 3B Instruct,few-shot,false,1.0,100.0
83,33,Llama 3.2 3B Instruct,few-shot,false,,20.0
83,33,Llama 3.2 3B Instruct,few-shot,false,,150.0
83,33,Llama 3.2 3B Instruct,few-shot,false,1.0,100.0
84,34,Llama 3.2 3B Instruct,few-shot,false,1.0,200.0
84,34,Llama 3.2 3B Instruct,few-shot,false,3.0,42.0
84,34,Llama 3.2 3B Instruct,few-shot,false,1.0,80.0
85,35,Llama 3.2 3B Instruct,few-shot,false,1.0,200.0
85,35,Llama 3.2 3B Instruct,few-shot,false,1.0,30.0
88,38,Llama 3.2 3B Instruct,few-shot,false,4.0,250.0
88,38,Llama 3.2 3B Instruct,few-shot,false,1.0,14.0
88,38,Llama 3.2 3B Instruct,few-shot,false,200.0,100.0
88,38,Llama 3.2 3B Instruct,few-shot,false,2.0,50.0
89,39,Llama 3.2 3B Instruct,few-shot,false,4.0,400.0
89,39,Llama 3.2 3B Instruct,few-shot,false,2.0,400.0
89,39,Llama 3.2 3B Instruct,few-shot,false,3.0,10.0
89,39,Llama 3.2 3B Instruct,few-shot,false,1.0,20.0
89,39,Llama 3.2 3B Instruct,few-shot,false,1.0,10.0
89,39,Llama 3.2 3B Instruct,few-shot,false,2.0,100.0
89,39,Llama 3.2 3B Instruct,few-shot,false,1.0,14.0
90,40,Llama 3.2 3B Instruct,few-shot,false,1.0,200.0
90,40,Llama 3.2 3B Instruct,few-shot,false,1.0,120.0
90,40,Llama 3.2 3B Instruct,few-shot,false,2.0,30.0
91,41,Llama 3.2 3B Instruct,few-shot,false,2.0,250.0
91,41,Llama 3.2 3B Instruct,few-shot,false,2.0,30.0
91,41,Llama 3.2 3B Instruct,few-shot,false,1.0,20.0
91,41,Llama 3.2 3B Instruct,few-shot,false,1.0,20.0
91,41,Llama 3.2 3B Instruct,few-shot,false,3.0,10.0
91,41,Llama 3.2 3B Instruct,few-shot,false,2.0,20.0
91,41,Llama 3.2 3B Instruct,few-shot,false,1.0,10.0
91,41,Llama 3.2 3B Instruct,few-shot,false,1.0,14.0
91,41,Llama 3.2 3B Instruct,few-shot,false,1.0,30.0
91,41,Llama 3.2 3B Instruct,few-shot,false,1.0,80.0
91,41,Llama 3.2 3B Instruct,few-shot,false,1.0,20.0
93,43,Llama 3.2 3B Instruct,few-shot,false,500.0,1000.0
93,43,Llama 3.2 3B Instruct,few-shot,false,1.0,14.0
93,43,Llama 3.2 3B Instruct,few-shot,false,200.0,250.0
93,43,Llama 3.2 3B Instruct,few-shot,false,2.0,20.0
93,43,Llama 3.2 3B Instruct,few-shot,false,1.0,50.0
93,43,Llama 3.2 3B Instruct,few-shot,false,1.0,10.0
94,44,Llama 3.2 3B Instruct,few-shot,false,250.0,200.0
94,44,Llama 3.2 3B Instruct,few-shot,false,2.0,30.0
94,44,Llama 3.2 3B Instruct,few-shot,false,1.0,20.0
94,44,Llama 3.2 3B Instruct,few-shot,false,3.0,10.0
94,44,Llama 3.2 3B Instruct,few-shot,false,1.0,80.0
94,44,Llama 3.2 3B Instruct,few-shot,false,2.0,20.0
94,44,Llama 3.2 3B Instruct,few-shot,false,1.0,50.0
94,44,Llama 3.2 3B Instruct,few-shot,false,2.0,20.0
94,44,Llama 3.2 3B Instruct,few-shot,false,1.0,100.0
96,46,Llama 3.2 3B Instruct,few-shot,false,4.0,400.0
96,46,Llama 3.2 3B Instruct,few-shot,false,2.0,200.0
96,46,Llama 3.2 3B Instruct,few-shot,false,4.0,56.0
98,48,Llama 3.2 3B Instruct,few-shot,false,0.5,200.0
98,48,Llama 3.2 3B Instruct,few-shot,false,2.5,30.0
98,48,Llama 3.2 3B Instruct,few-shot,false,2.5,30.0
98,48,Llama 3.2 3B Instruct,few-shot,false,1.0,100.0
98,48,Llama 3.2 3B Instruct,few-shot,false,0.5,100.0
101,1,Llama 3.2 3B Instruct,chain-of-thought,false,35.0,400.0
101,1,Llama 3.2 3B Instruct,chain-of-thought,false,10.0,20.0
101,1,Llama 3.2 3B Instruct,chain-of-thought,false,5.0,50.0
101,1,Llama 3.2 3B Instruct,chain-of-thought,false,2.0,20.0
101,1,Llama 3.2 3B Instruct,chain-of-thought,false,2.0,10.0
103,3,Llama 3.2 3B Instruct,chain-of-thought,false,2.0,30.0
103,3,Llama 3.2 3B Instruct,chain-of-thought,false,1.0,20.0
103,3,Llama 3.2 3B Instruct,chain-of-thought,false,3.0,15.0
103,3,Llama 3.2 3B Instruct,chain-of-thought,false,2.0,10.0
103,3,Llama 3.2 3B Instruct,chain-of-thought,false,2.0,10.0
103,3,Llama 3.2 3B Instruct,chain-of-thought,false,1.0,5.0
103,3,Llama 3.2 3B Instruct,chain-of-thought,false,1.0,2.0
103,3,Llama 3.2 3B Instruct,chain-of-thought,false,1.0,2.0
103,3,Llama 3.2 3B Instruct,chain-of-thought,false,200.0,1800.0
103,3,Llama 3.2 3B Instruct,chain-of-thought,false,500.0,500.0
103,3,Llama 3.2 3B Instruct,chain-of-thought,false,20.0,60.0
103,3,Llama 3.2 3B Instruct,chain-of-thought,false,1.0,20.0
109,9,Llama 3.2 3B Instruct,chain-of-thought,false,100.0,250.0
109,9,Llama 3.2 3B Instruct,chain-of-thought,false,50.0,30.0
109,9,Llama 3.2 3B Instruct,chain-of-thought,false,20.0,10.0
109,9,Llama 3.2 3B Instruct,chain-of-thought,false,100.0,180.0
109,9,Llama 3.2 3B Instruct,chain-of-thought,false,20.0,10.0
116,16,Llama 3.2 3B Instruct,chain-of-thought,false,500.0,500.0
116,16,Llama 3.2 3B Instruct,chain-of-thought,false,2.0,100.0
116,16,Llama 3.2 3B Instruct,chain-of-thought,false,2.0,100.0
116,16,Llama 3.2 3B Instruct,chain-of-thought,false,2.0,100.0
116,16,Llama 3.2 3B Instruct,chain-of-thought,false,20.0,20.0
116,16,Llama 3.2 3B Instruct,chain-of-thought,false,1.0,100.0
116,16,Llama 3.2 3B Instruct,chain-of-thought,false,200.0,200.0
121,21,Llama 3.2 3B Instruct,chain-of-thought,false,20.0,220.0
121,21,Llama 3.2 3B Instruct,chain-of-thought,false,50.0,55.0
121,21,Llama 3.2 3B Instruct,chain-of-thought,false,200.0,220.0
121,21,Llama 3.2 3B Instruct,chain-of-thought,false,2.0,20.0
121,21,Llama 3.2 3B Instruct,chain-of-thought,false,20.0,220.0
121,21,Llama 3.2 3B Instruct,chain-of-thought,false,3.0,15.0
121,21,Llama 3.2 3B Instruct,chain-of-thought,false,2.0,20.0
121,21,Llama 3.2 3B Instruct,chain-of-thought,false,1.0,10.0
127,27,Llama 3.2 3B Instruct,chain-of-thought,false,1.0,120.0
127,27,Llama 3.2 3B Instruct,chain-of-thought,false,100.0,100.0
127,27,Llama 3.2 3B Instruct,chain-of-thought,false,20.0,20.0
127,27,Llama 3.2 3B Instruct,chain-of-thought,false,10.0,5.0
129,29,Llama 3.2 3B Instruct,chain-of-thought,false,50.0,550.0
129,29,Llama 3.2 3B Instruct,chain-of-thought,false,100.0,200.0
129,29,Llama 3.2 3B Instruct,chain-of-thought,false,2.0,120.0
129,29,Llama 3.2 3B Instruct,chain-of-thought,false,50.0,100.0
129,29,Llama 3.2 3B Instruct,chain-of-thought,false,50.0,100.0
130,30,Llama 3.2 3B Instruct,chain-of-thought,false,250.0,250.0
130,30,Llama 3.2 3B Instruct,chain-of-thought,false,200.0,140.0
130,30,Llama 3.2 3B Instruct,chain-of-thought,false,4.0,1200.0
130,30,Llama 3.2 3B Instruct,chain-of-thought,false,20.0,20.0
144,44,Llama 3.2 3B Instruct,chain-of-thought,false,500.0,500.0
144,44,Llama 3.2 3B Instruct,chain-of-thought,false,3.0,10.0
144,44,Llama 3.2 3B Instruct,chain-of-thought,false,1.0,100.0
144,44,Llama 3.2 3B Instruct,chain-of-thought,false,2.0,50.0
144,44,Llama 3.2 3B Instruct,chain-of-thought,false,2.0,30.0
144,44,Llama 3.2 3B Instruct,chain-of-thought,false,100.0,100.0
144,44,Llama 3.2 3B Instruct,chain-of-thought,false,200.0,200.0
144,44,Llama 3.2 3B Instruct,chain-of-thought,false,200.0,200.0
148,48,Llama 3.2 3B Instruct,chain-of-thought,false,2.0,400.0
148,48,Llama 3.2 3B Instruct,chain-of-thought,false,2.0,50.0
148,48,Llama 3.2 3B Instruct,chain-of-thought,false,2.0,20.0
148,48,Llama 3.2 3B Instruct,chain-of-thought,false,1.0,50.0
148,48,Llama 3.2 3B Instruct,chain-of-thought,false,1.0,20.0
150,50,Llama 3.2 3B Instruct,chain-of-thought,false,2.5,300.0
150,50,Llama 3.2 3B Instruct,chain-of-thought,false,1.5,120.0
150,50,Llama 3.2 3B Instruct,chain-of-thought,false,1.0,80.0
150,50,Llama 3.2 3B Instruct,chain-of-thought,false,1.0,80.0
150,50,Llama 3.2 3B Instruct,chain-of-thought,false,1.0,10.0
150,50,Llama 3.2 3B Instruct,chain-of-thought,false,1.0,10.0
150,50,Llama 3.2 3B Instruct,chain-of-thought,false,1.0,5.0
150,50,Llama 3.2 3B Instruct,chain-of-thought,false,2.5,300.0
160,10,Llama 3.2 3B Instruct,structured-output,false,1.0,120.0
160,10,Llama 3.2 3B Instruct,structured-output,false,0.5,60.0
160,10,Llama 3.2 3B Instruct,structured-output,false,0.33,80.0
160,10,Llama 3.2 3B Instruct,structured-output,false,0.1,20.0
160,10,Llama 3.2 3B Instruct,structured-output,false,2.0,120.0
161,11,Llama 3.2 3B Instruct,structured-output,false,100.0,100.0
161,11,Llama 3.2 3B Instruct,structured-output,false,1.0,100.0
161,11,Llama 3.2 3B Instruct,structured-output,false,3.0,10.0
161,11,Llama 3.2 3B Instruct,structured-output,false,1.0,5.0
161,11,Llama 3.2 3B Instruct,structured-output,false,1.0,5.0
161,11,Llama 3.2 3B Instruct,structured-output,false,1.0,5.0
161,11,Llama 3.2 3B Instruct,structured-output,false,1.0,5.0
161,11,Llama 3.2 3B Instruct,structured-output,false,2.0,50.0
161,11,Llama 3.2 3B Instruct,structured-output,false,100.0,0.0
161,11,Llama 3.2 3B Instruct,structured-output,false,50.0,0.0
161,11,Llama 3.2 3B Instruct,structured-output,false,2.0,50.0
161,11,Llama 3.2 3B Instruct,structured-output,false,4.0,200.0
168,18,Llama 3.2 3B Instruct,structured-output,false,200.0,200.0
168,18,Llama 3.2 3B Instruct,structured-output,false,500.0,500.0
168,18,Llama 3.2 3B Instruct,structured-output,false,200.0,200.0
168,18,Llama 3.2 3B Instruct,structured-output,false,300.0,300.0
168,18,Llama 3.2 3B Instruct,structured-output,false,250.0,250.0
168,18,Llama 3.2 3B Instruct,structured-output,false,200.0,200.0
168,18,Llama 3.2 3B Instruct,structured-output,false,400.0,400.0
168,18,Llama 3.2 3B Instruct,structured-output,false,150.0,150.0
174,24,Llama 3.2 3B Instruct,structured-output,false,1.0,500.0
174,24,Llama 3.2 3B Instruct,structured-output,false,2.0,200.0
174,24,Llama 3.2 3B Instruct,structured-output,false,1.0,100.0
174,24,Llama 3.2 3B Instruct,structured-output,false,2.0,50.0
174,24,Llama 3.2 3B Instruct,structured-output,false,2.0,50.0
174,24,Llama 3.2 3B Instruct,structured-output,false,2.0,200.0
