transcript_id,model_name,technique_name,rag_enabled,json_valid,total_calories,total_protein_g,total_fat_g,total_carbohydrate_g,ingredient_count
2,Llama 3.2 3B Instruct,chain-of-thought,false,true,350.0,12.0,10.0,60.0,0
2,Llama 3.2 3B Instruct,few-shot,false,true,350.0,20.0,30.0,40.0,9
2,Llama 3.2 3B Instruct,structured-output,false,true,200.0,20.0,10.0,0.0,0
2,Llama 3.2 3B Instruct,zero-shot,false,true,0.0,40.0,0.0,60.0,5
2,MedGemma 4B,chain-of-thought,false,true,20.0,0.5,0.5,3.0,0
2,MedGemma 4B,few-shot,false,true,150.0,25.0,10.0,0.0,0
2,MedGemma 4B,structured-output,false,true,0.0,0.0,0.0,0.0,0
2,MedGemma 4B,zero-shot,false,true,0.0,0.0,0.0,0.0,0
2,Phi-4-mini 3.8B Instruct,chain-of-thought,false,false,,,,,0
2,Phi-4-mini 3.8B Instruct,few-shot,false,false,,,,,0
2,Phi-4-mini 3.8B Instruct,structured-output,false,false,,,,,0
2,Phi-4-mini 3.8B Instruct,zero-shot,false,true,0.0,0.0,0.0,0.0,1
2,Qwen 2.5 3B Instruct,chain-of-thought,false,true,235.0,13.5,6.7,21.0,6
2,Qwen 2.5 3B Instruct,few-shot,false,true,230.0,12.9,8.9,3.0,0
2,Qwen 2.5 3B Instruct,structured-output,false,true,46.0,1.3,1.3,1.0,0
2,Qwen 2.5 3B Instruct,zero-shot,false,true,4.0,1.5,0.1,0.0,0
3,Gemma-SEA-LION v4 4B,chain-of-thought,false,true,390.0,60.0,20.0,0.0,0
3,Gemma-SEA-LION v4 4B,few-shot,false,true,600.0,40.0,32.0,0.0,0
3,Gemma-SEA-LION v4 4B,structured-output,false,true,400.0,35.0,25.0,0.0,0
3,Gemma-SEA-LION v4 4B,zero-shot,false,true,200.0,25.0,12.0,0.0,0
3,Llama 3.2 3B Instruct,chain-of-thought,false,true,420.0,30.0,23.0,35.0,12
3,Llama 3.2 3B Instruct,few-shot,false,true,500.0,30.0,35.0,40.0,6
3,Llama 3.2 3B Instruct,structured-output,false,true,165.0,31.0,3.5,0.0,0
3,Llama 3.2 3B Instruct,zero-shot,false,true,0.0,0.0,0.0,0.0,4
3,MedGemma 4B,chain-of-thought,false,true,500.0,40.0,20.0,60.0,10
3,MedGemma 4B,few-shot,false,true,570.0,40.0,25.0,2.0,0
3,MedGemma 4B,structured-output,false,true,370.0,40.0,21.0,0.0,0
3,MedGemma 4B,zero-shot,false,true,600.0,45.0,25.0,80.0,10
3,Phi-4-mini 3.8B Instruct,chain-of-thought,false,false,,,,,0
3,Phi-4-mini 3.8B Instruct,few-shot,false,false,,,,,0
3,Phi-4-mini 3.8B Instruct,structured-output,false,false,,,,,0
3,Phi-4-mini 3.8B Instruct,zero-shot,false,false,,,,,0
3,Qwen 2.5 3B Instruct,chain-of-thought,false,true,1081.0,20.4,4.9,38.7,11
3,Qwen 2.5 3B Instruct,few-shot,false,true,250.0,13.0,21.0,1.0,7
3,Qwen 2.5 3B Instruct,structured-output,false,true,167.0,31.95,9.48,0.0,0
3,Qwen 2.5 3B Instruct,zero-shot,false,true,0.0,0.0,0.0,0.0,1
4,Gemma-SEA-LION v4 4B,chain-of-thought,false,true,90.0,7.0,6.0,6.0,0
4,Gemma-SEA-LION v4 4B,few-shot,false,true,96.0,6.0,8.0,6.0,0
4,Gemma-SEA-LION v4 4B,structured-output,false,true,80.0,6.0,6.0,4.0,0
4,Gemma-SEA-LION v4 4B,zero-shot,false,true,100.0,6.0,6.0,7.0,0
4,Llama 3.2 3B Instruct,chain-of-thought,false,true,80.0,8.5,0.0,17.4,0
4,Llama 3.2 3B Instruct,few-shot,false,true,300.0,10.0,32.0,30.0,10
4,Llama 3.2 3B Instruct,structured-output,false,true,0.0,2.0,0.0,10.0,0
4,Llama 3.2 3B Instruct,zero-shot,false,true,30.0,2.5,0.0,7.0,0
4,MedGemma 4B,chain-of-thought,false,true,50.0,4.0,4.0,3.0,0
4,MedGemma 4B,few-shot,false,true,120.0,6.0,10.0,3.0,0
4,MedGemma 4B,structured-output,false,true,50.0,4.0,4.0,6.0,0
4,MedGemma 4B,zero-shot,false,true,50.0,4.0,4.0,3.0,0
4,Phi-4-mini 3.8B Instruct,chain-of-thought,false,false,,,,,0
4,Phi-4-mini 3.8B Instruct,few-shot,false,false,,,,,0
4,Phi-4-mini 3.8B Instruct,structured-output,false,false,,,,,0
4,Phi-4-mini 3.8B Instruct,zero-shot,false,true,100.0,8.0,0.0,25.0,0
4,Qwen 2.5 3B Instruct,chain-of-thought,false,true,128.39,2.97,1.67,11.83,0
4,Qwen 2.5 3B Instruct,few-shot,false,true,84.0,8.4,5.0,1.0,0
4,Qwen 2.5 3B Instruct,structured-output,false,true,0.0,3.0,0.0,12.0,0
4,Qwen 2.5 3B Instruct,zero-shot,false,true,0.0,0.0,0.0,0.0,0
5,Gemma-SEA-LION v4 4B,chain-of-thought,false,true,5.0,0.1,0.1,0.8,0
5,Gemma-SEA-LION v4 4B,few-shot,false,true,8.0,0.0,0.0,0.0,0
5,Gemma-SEA-LION v4 4B,structured-output,false,true,5.0,0.1,0.1,2.0,0
5,Gemma-SEA-LION v4 4B,zero-shot,false,true,5.0,0.1,0.2,1.0,0
5,Llama 3.2 3B Instruct,chain-of-thought,false,true,0.0,0.0,0.0,2.0,0
5,Llama 3.2 3B Instruct,few-shot,false,true,50.0,0.0,0.0,10.0,0
5,Llama 3.2 3B Instruct,structured-output,false,true,0.0,0.0,0.0,0.0,0
5,Llama 3.2 3B Instruct,zero-shot,false,true,0.0,0.0,0.0,0.0,1
5,MedGemma 4B,chain-of-thought,false,true,0.0,0.0,0.0,0.0,0
5,MedGemma 4B,few-shot,false,true,3.0,0.0,0.0,1.0,0
5,MedGemma 4B,structured-output,false,true,20.0,0.5,0.5,1.0,0
5,MedGemma 4B,zero-shot,false,true,2.0,0.1,0.1,1.0,0
5,Phi-4-mini 3.8B Instruct,chain-of-thought,false,false,,,,,0
5,Phi-4-mini 3.8B Instruct,few-shot,false,false,,,,,0
5,Phi-4-mini 3.8B Instruct,structured-output,false,false,,,,,0
5,Qwen 2.5 3B Instruct,chain-of-thought,false,true,0.0,0.0,0.0,0.0,0
5,Qwen 2.5 3B Instruct,few-shot,false,true,0.0,0.0,0.0,0.0,0
5,Qwen 2.5 3B Instruct,structured-output,false,true,0.0,0.0,0.0,0.0,0
5,Qwen 2.5 3B Instruct,zero-shot,false,true,0.0,0.0,0.0,0.0,0
6,Gemma-SEA-LION v4 4B,chain-of-thought,false,true,300.0,8.0,16.0,50.0,5
6,Gemma-SEA-LION v4 4B,few-shot,false,true,400.0,8.0,36.0,50.0,5
6,Gemma-SEA-LION v4 4B,structured-output,false,true,300.0,8.0,16.0,50.0,5
6,Gemma-SEA-LION v4 4B,zero-shot,false,true,300.0,8.0,16.0,50.0,5
6,Llama 3.2 3B Instruct,chain-of-thought,false,true,70.0,2.0,0.3,16.0,0
6,Llama 3.2 3B Instruct,few-shot,false,true,340.0,10.0,25.0,30.0,3
6,Llama 3.2 3B Instruct,structured-output,false,true,110.0,2.9,0.1,26.5,0
6,Llama 3.2 3B Instruct,zero-shot,false,true,3600.0,30.0,60.0,900.0,1
6,MedGemma 4B,chain-of-thought,false,true,350.0,8.0,12.0,50.0,6
6,MedGemma 4B,few-shot,false,true,300.0,8.0,15.0,35.0,7
6,MedGemma 4B,structured-output,false,true,300.0,8.0,6.0,44.0,9
6,MedGemma 4B,zero-shot,false,true,600.0,14.0,30.0,60.0,6
6,Phi-4-mini 3.8B Instruct,chain-of-thought,false,false,,,,,0
6,Phi-4-mini 3.8B Instruct,few-shot,false,false,,,,,0
6,Phi-4-mini 3.8B Instruct,structured-output,false,false,,,,,0
6,Phi-4-mini 3.8B Instruct,zero-shot,false,false,,,,,0
6,Qwen 2.5 3B Instruct,chain-of-thought,false,true,279.45,5.09,8.43,17.98,1
6,Qwen 2.5 3B Instruct,few-shot,false,true,350.0,22.0,28.0,2.0,4
6,Qwen 2.5 3B Instruct,structured-output,false,false,,,,,0
6,Qwen 2.5 3B Instruct,zero-shot,false,true,0.0,0.0,0.0,0.0,1
7,Gemma-SEA-LION v4 4B,chain-of-thought,false,true,365.0,20.0,2.5,64.0,0
7,Gemma-SEA-LION v4 4B,few-shot,false,true,150.0,5.0,12.0,9.0,8
7,Gemma-SEA-LION v4 4B,structured-output,false,true,380.0,21.0,4.0,63.0,0
7,Gemma-SEA-LION v4 4B,zero-shot,false,true,260.0,17.0,4.0,42.0,0
7,Llama 3.2 3B Instruct,chain-of-thought,false,true,200.0,15.2,0.9,40.8,0
7,Llama 3.2 3B Instruct,few-shot,false,true,150.0,5.0,10.0,6.0,5
7,Llama 3.2 3B Instruct,structured-output,false,true,0.0,14.0,0.0,0.0,0
7,Llama 3.2 3B Instruct,zero-shot,false,true,12.0,0.3,0.3,2.0,0
7,MedGemma 4B,chain-of-thought,false,true,250.0,6.0,8.0,25.0,8
7,MedGemma 4B,few-shot,false,true,350.0,20.0,10.0,50.0,0
7,MedGemma 4B,structured-output,false,true,0.0,0.0,0.0,0.0,0
7,MedGemma 4B,zero-shot,false,true,350.0,20.0,6.0,70.0,0
7,Phi-4-mini 3.8B Instruct,chain-of-thought,false,false,,,,,0
7,Phi-4-mini 3.8B Instruct,few-shot,false,false,,,,,0
7,Phi-4-mini 3.8B Instruct,structured-output,false,false,,,,,0
7,Phi-4-mini 3.8B Instruct,zero-shot,false,false,,,,,0
7,Qwen 2.5 3B Instruct,chain-of-thought,false,true,95.0,3.6,2.3,19.4,2
7,Qwen 2.5 3B Instruct,few-shot,false,true,200.0,5.0,15.0,6.0,4
7,Qwen 2.5 3B Instruct,structured-output,false,true,68.0,6.9,0.4,15.3,0
7,Qwen 2.5 3B Instruct,zero-shot,false,true,0.0,0.0,0.0,0.0,1
8,Gemma-SEA-LION v4 4B,chain-of-thought,false,true,120.0,0.0,14.0,0.0,0
8,Gemma-SEA-LION v4 4B,few-shot,false,true,120.0,0.0,14.0,0.0,0
8,Gemma-SEA-LION v4 4B,structured-output,false,true,120.0,0.0,14.0,0.0,0
8,Gemma-SEA-LION v4 4B,zero-shot,false,true,120.0,0.0,13.0,0.0,0
8,Llama 3.2 3B Instruct,chain-of-thought,false,true,190.0,0.0,22.0,0.0,0
8,Llama 3.2 3B Instruct,few-shot,false,true,400.0,30.0,30.0,20.0,5
8,Llama 3.2 3B Instruct,structured-output,false,true,120.0,0.0,14.0,0.0,0
8,Llama 3.2 3B Instruct,zero-shot,false,true,25.0,1.0,0.5,6.0,0
8,MedGemma 4B,chain-of-thought,false,true,450.0,0.0,45.0,0.0,0
8,MedGemma 4B,few-shot,false,true,280.0,0.0,30.0,0.0,0
8,MedGemma 4B,structured-output,false,true,140.0,0.0,14.0,0.0,0
8,MedGemma 4B,zero-shot,false,true,45.0,0.0,5.0,0.0,0
8,Phi-4-mini 3.8B Instruct,chain-of-thought,false,false,,,,,0
8,Phi-4-mini 3.8B Instruct,few-shot,false,false,,,,,0
8,Phi-4-mini 3.8B Instruct,structured-output,false,false,,,,,0
8,Phi-4-mini 3.8B Instruct,zero-shot,false,false,,,,,0
8,Qwen 2.5 3B Instruct,chain-of-thought,false,true,862.0,0.0,862.0,0.0,0
8,Qwen 2.5 3B Instruct,few-shot,false,true,240.0,24.0,18.0,1.0,0
8,Qwen 2.5 3B Instruct,structured-output,false,true,0.0,0.0,0.0,0.0,13
8,Qwen 2.5 3B Instruct,zero-shot,false,true,0.0,0.0,0.0,0.0,12
9,Gemma-SEA-LION v4 4B,chain-of-thought,false,true,450.0,30.0,30.0,40.0,9
9,Gemma-SEA-LION v4 4B,few-shot,false,true,600.0,38.0,42.0,60.0,9
9,Gemma-SEA-LION v4 4B,structured-output,false,true,400.0,30.0,25.0,40.0,10
9,Gemma-SEA-LION v4 4B,zero-shot,false,true,400.0,30.0,30.0,40.0,7
9,Llama 3.2 3B Instruct,chain-of-thought,false,true,450.0,35.0,25.0,30.0,5
9,Llama 3.2 3B Instruct,few-shot,false,true,350.0,35.0,25.0,30.0,7
9,Llama 3.2 3B Instruct,structured-output,false,true,360.0,35.0,12.0,0.0,0
9,Llama 3.2 3B Instruct,zero-shot,false,true,360.0,35.0,12.0,0.0,0
9,MedGemma 4B,chain-of-thought,false,true,350.0,25.0,20.0,35.0,7
9,MedGemma 4B,few-shot,false,true,500.0,40.0,30.0,50.0,9
9,MedGemma 4B,structured-output,false,true,450.0,30.0,25.0,40.0,10
9,MedGemma 4B,zero-shot,false,true,350.0,25.0,20.0,35.0,7
9,Phi-4-mini 3.8B Instruct,chain-of-thought,false,false,,,,,0
9,Phi-4-mini 3.8B Instruct,few-shot,false,false,,,,,0
9,Phi-4-mini 3.8B Instruct,structured-output,false,false,,,,,0
9,Phi-4-mini 3.8B Instruct,zero-shot,false,false,,,,,0
9,Qwen 2.5 3B Instruct,chain-of-thought,false,true,248.0,3.5,9.67,0.0,4
9,Qwen 2.5 3B Instruct,few-shot,false,true,230.0,8.0,17.0,2.0,6
9,Qwen 2.5 3B Instruct,structured-output,false,true,0.0,0.0,0.0,0.0,6
9,Qwen 2.5 3B Instruct,zero-shot,false,true,0.0,0.0,0.0,0.0,5
10,Gemma-SEA-LION v4 4B,chain-of-thought,false,true,250.0,10.0,12.0,45.0,6
10,Gemma-SEA-LION v4 4B,few-shot,false,true,350.0,8.0,20.0,35.0,5
10,Gemma-SEA-LION v4 4B,structured-output,false,true,250.0,10.0,12.0,35.0,6
10,Gemma-SEA-LION v4 4B,zero-shot,false,true,250.0,8.0,12.0,35.0,6
10,Llama 3.2 3B Instruct,chain-of-thought,false,false,,,,,0
10,Llama 3.2 3B Instruct,few-shot,false,true,540.0,20.0,54.0,30.0,6
10,Llama 3.2 3B Instruct,structured-output,false,true,0.0,0.0,0.0,0.0,5
10,Llama 3.2 3B Instruct,zero-shot,false,true,0.0,0.0,0.0,0.0,1
10,MedGemma 4B,chain-of-thought,false,true,250.0,6.0,8.0,35.0,7
10,MedGemma 4B,few-shot,false,true,350.0,6.0,14.0,35.0,5
10,MedGemma 4B,structured-output,false,true,250.0,6.0,8.0,15.0,6
10,MedGemma 4B,zero-shot,false,true,320.0,7.8,14.5,32.6,8
10,Phi-4-mini 3.8B Instruct,chain-of-thought,false,false,,,,,0
10,Phi-4-mini 3.8B Instruct,few-shot,false,false,,,,,0
10,Phi-4-mini 3.8B Instruct,structured-output,false,false,,,,,0
10,Phi-4-mini 3.8B Instruct,zero-shot,false,false,,,,,0
10,Qwen 2.5 3B Instruct,chain-of-thought,false,true,1035.0,31.5,63.0,102.0,4
10,Qwen 2.5 3B Instruct,few-shot,false,true,250.0,13.0,21.0,1.0,5
10,Qwen 2.5 3B Instruct,structured-output,false,true,0.0,0.0,0.0,0.0,4
10,Qwen 2.5 3B Instruct,zero-shot,false,true,0.0,0.0,0.0,0.0,1
11,Gemma-SEA-LION v4 4B,chain-of-thought,false,true,1300.0,80.0,60.0,0.0,0
11,Gemma-SEA-LION v4 4B,few-shot,false,true,800.0,120.0,56.0,0.0,0
11,Gemma-SEA-LION v4 4B,structured-output,false,true,150.0,25.0,10.0,0.0,0
11,Gemma-SEA-LION v4 4B,zero-shot,false,true,1200.0,120.0,80.0,0.0,0
11,Llama 3.2 3B Instruct,chain-of-thought,false,true,140.0,25.0,9.5,0.0,0
11,Llama 3.2 3B Instruct,few-shot,false,true,300.0,50.0,20.0,0.0,0
11,Llama 3.2 3B Instruct,structured-output,false,true,0.0,0.0,0.0,0.0,12
11,Llama 3.2 3B Instruct,zero-shot,false,true,0.0,0.0,0.0,0.0,5
11,MedGemma 4B,chain-of-thought,false,true,250.0,25.0,18.0,0.0,0
11,MedGemma 4B,few-shot,false,true,260.0,25.0,18.0,0.0,0
11,MedGemma 4B,structured-output,false,true,230.0,30.0,15.8,0.0,0
11,MedGemma 4B,zero-shot,false,true,270.0,16.8,16.3,0.0,0
11,Phi-4-mini 3.8B Instruct,chain-of-thought,false,false,,,,,0
11,Phi-4-mini 3.8B Instruct,few-shot,false,false,,,,,0
11,Phi-4-mini 3.8B Instruct,structured-output,false,false,,,,,0
11,Phi-4-mini 3.8B Instruct,zero-shot,false,false,,,,,0
11,Qwen 2.5 3B Instruct,chain-of-thought,false,true,278.0,19.4,30.4,17.4,10
11,Qwen 2.5 3B Instruct,few-shot,false,true,296.0,26.0,18.0,1.0,0
11,Qwen 2.5 3B Instruct,structured-output,false,true,0.0,0.0,0.0,0.0,0
11,Qwen 2.5 3B Instruct,zero-shot,false,true,0.0,0.0,0.0,0.0,7
12,Gemma-SEA-LION v4 4B,chain-of-thought,false,true,180.0,35.0,9.0,0.0,0
12,Gemma-SEA-LION v4 4B,few-shot,false,true,165.0,30.0,8.0,0.0,0
12,Gemma-SEA-LION v4 4B,structured-output,false,true,220.0,30.0,10.0,0.0,0
12,Gemma-SEA-LION v4 4B,zero-shot,false,true,160.0,30.0,7.0,0.0,0
12,Llama 3.2 3B Instruct,chain-of-thought,false,true,140.0,30.0,3.5,0.0,0
12,Llama 3.2 3B Instruct,few-shot,false,true,400.0,30.0,35.0,20.0,8
12,Llama 3.2 3B Instruct,structured-output,false,true,0.0,250.0,0.0,0.0,0
12,Llama 3.2 3B Instruct,zero-shot,false,true,0.0,37.5,0.0,0.0,0
12,MedGemma 4B,chain-of-thought,false,true,230.0,42.0,7.6,0.0,0
12,MedGemma 4B,few-shot,false,true,650.0,65.0,40.0,0.0,0
12,MedGemma 4B,structured-output,false,true,350.0,30.4,20.4,20.4,0
12,MedGemma 4B,zero-shot,false,true,300.0,30.0,9.0,0.0,0
12,Phi-4-mini 3.8B Instruct,chain-of-thought,false,false,,,,,0
12,Phi-4-mini 3.8B Instruct,few-shot,false,false,,,,,0
12,Phi-4-mini 3.8B Instruct,structured-output,false,false,,,,,0
12,Phi-4-mini 3.8B Instruct,zero-shot,false,false,,,,,0
12,Qwen 2.5 3B Instruct,chain-of-thought,false,true,418.0,26.89,15.97,0.0,0
12,Qwen 2.5 3B Instruct,few-shot,false,true,149.0,30.0,8.5,0.0,0
12,Qwen 2.5 3B Instruct,structured-output,false,true,11.7111,0.359746,0.107421,2.41575,0
12,Qwen 2.5 3B Instruct,zero-shot,false,true,79.0,31.7,3.6,0.0,0
13,Gemma-SEA-LION v4 4B,chain-of-thought,false,true,230.0,30.0,16.0,0.0,0
13,Gemma-SEA-LION v4 4B,few-shot,false,true,350.0,50.0,28.0,2.0,0
13,Gemma-SEA-LION v4 4B,structured-output,false,true,200.0,40.0,15.0,0.0,0
13,Gemma-SEA-LION v4 4B,zero-shot,false,true,200.0,30.0,12.0,0.0,0
13,Llama 3.2 3B Instruct,chain-of-thought,false,true,150.0,25.0,3.5,0.0,0
13,Llama 3.2 3B Instruct,few-shot,false,true,400.0,40.0,25.0,30.0,6
13,Llama 3.2 3B Instruct,structured-output,false,true,0.0,50.0,0.0,0.0,0
13,Llama 3.2 3B Instruct,zero-shot,false,true,0.0,0.0,0.0,0.0,4
13,MedGemma 4B,chain-of-thought,false,true,280.0,30.0,17.0,0.5,0
13,MedGemma 4B,few-shot,false,true,270.0,30.0,20.0,0.0,0
13,MedGemma 4B,structured-output,false,true,260.0,26.0,17.0,0.0,0
13,MedGemma 4B,zero-shot,false,true,240.0,24.0,16.0,0.0,0
13,Phi-4-mini 3.8B Instruct,chain-of-thought,false,false,,,,,0
13,Phi-4-mini 3.8B Instruct,few-shot,false,false,,,,,0
13,Phi-4-mini 3.8B Instruct,structured-output,false,false,,,,,0
13,Phi-4-mini 3.8B Instruct,zero-shot,false,false,,,,,0
13,Qwen 2.5 3B Instruct,chain-of-thought,false,true,239.5,21.4,6.7,0.0,0
13,Qwen 2.5 3B Instruct,few-shot,false,true,146.0,21.5,5.0,0.0,0
13,Qwen 2.5 3B Instruct,structured-output,false,true,0.0,0.0,0.0,0.0,11
13,Qwen 2.5 3B Instruct,zero-shot,false,true,0.0,0.0,0.0,0.0,5
14,Gemma-SEA-LION v4 4B,chain-of-thought,false,true,150.0,7.0,3.0,60.0,0
14,Gemma-SEA-LION v4 4B,few-shot,false,true,400.0,24.0,15.0,72.0,0
14,Gemma-SEA-LION v4 4B,structured-output,false,true,150.0,8.0,8.0,75.0,0
14,Gemma-SEA-LION v4 4B,zero-shot,false,true,150.0,8.0,6.0,60.0,0
14,Llama 3.2 3B Instruct,chain-of-thought,false,true,10.0,1.0,0.2,2.0,0
14,Llama 3.2 3B Instruct,few-shot,false,true,500.0,40.0,30.0,60.0,8
14,Llama 3.2 3B Instruct,structured-output,false,true,0.0,5.0,0.0,30.0,0
14,Llama 3.2 3B Instruct,zero-shot,false,true,0.0,0.0,0.0,0.0,1
14,MedGemma 4B,chain-of-thought,false,true,150.0,7.0,6.0,30.0,0
14,MedGemma 4B,few-shot,false,true,160.0,6.0,2.0,30.0,0
14,MedGemma 4B,structured-output,false,true,0.0,0.0,0.0,0.0,0
14,MedGemma 4B,zero-shot,false,true,50.0,6.0,3.0,40.0,0
14,Phi-4-mini 3.8B Instruct,chain-of-thought,false,false,,,,,0
14,Phi-4-mini 3.8B Instruct,few-shot,false,false,,,,,0
14,Phi-4-mini 3.8B Instruct,structured-output,false,false,,,,,0
14,Phi-4-mini 3.8B Instruct,zero-shot,false,false,,,,,0
14,Qwen 2.5 3B Instruct,chain-of-thought,false,true,134.0,2.6,9.6,24.1,0
14,Qwen 2.5 3B Instruct,few-shot,false,true,48.0,4.8,2.0,6.0,0
14,Qwen 2.5 3B Instruct,structured-output,false,true,0.0,0.0,0.0,0.0,0
14,Qwen 2.5 3B Instruct,zero-shot,false,true,0.0,2.0,0.0,0.0,0
15,Gemma-SEA-LION v4 4B,chain-of-thought,false,true,204.0,42.0,13.8,0.0,0
15,Gemma-SEA-LION v4 4B,few-shot,false,true,400.0,50.0,30.0,0.0,0
15,Gemma-SEA-LION v4 4B,structured-output,false,true,300.0,40.0,18.0,0.0,0
15,Gemma-SEA-LION v4 4B,zero-shot,false,true,600.0,40.0,40.0,35.0,10
15,Llama 3.2 3B Instruct,chain-of-thought,false,true,150.0,30.0,6.0,0.0,0
15,Llama 3.2 3B Instruct,few-shot,false,true,140.0,25.0,10.0,5.0,0
15,Llama 3.2 3B Instruct,structured-output,false,true,0.0,20.0,6.8,0.0,0
15,Llama 3.2 3B Instruct,zero-shot,false,true,360.0,60.0,60.0,0.0,0
15,MedGemma 4B,chain-of-thought,false,true,350.0,40.0,28.0,0.0,0
15,MedGemma 4B,few-shot,false,true,560.0,45.0,35.0,10.0,0
15,MedGemma 4B,structured-output,false,true,450.0,35.0,28.0,0.0,0
15,MedGemma 4B,zero-shot,false,true,450.0,45.0,25.0,0.0,0
15,Phi-4-mini 3.8B Instruct,chain-of-thought,false,false,,,,,0
15,Phi-4-mini 3.8B Instruct,few-shot,false,false,,,,,0
15,Phi-4-mini 3.8B Instruct,structured-output,false,false,,,,,0
15,Phi-4-mini 3.8B Instruct,zero-shot,false,false,,,,,0
15,Qwen 2.5 3B Instruct,chain-of-thought,false,true,834.0,111.0,9.0,60.0,9
15,Qwen 2.5 3B Instruct,few-shot,false,true,456.0,40.0,21.0,2.0,0
15,Qwen 2.5 3B Instruct,structured-output,false,true,0.0,0.0,0.0,0.0,11
15,Qwen 2.5 3B Instruct,zero-shot,false,true,24.6,1.7,0.3,5.9,0
16,Gemma-SEA-LION v4 4B,chain-of-thought,false,true,450.0,40.0,28.0,20.0,9
16,Gemma-SEA-LION v4 4B,few-shot,false,true,450.0,35.0,28.0,10.0,9
16,Gemma-SEA-LION v4 4B,structured-output,false,true,200.0,40.0,12.0,0.0,0
16,Gemma-SEA-LION v4 4B,zero-shot,false,true,300.0,30.0,20.0,10.0,9
16,Llama 3.2 3B Instruct,chain-of-thought,false,true,400.0,30.0,25.0,10.0,7
16,Llama 3.2 3B Instruct,few-shot,false,true,400.0,40.0,35.0,20.0,6
16,Llama 3.2 3B Instruct,structured-output,false,true,0.0,30.0,0.0,0.0,0
16,Llama 3.2 3B Instruct,zero-shot,false,true,200.0,2.0,0.0,40.0,0
16,MedGemma 4B,chain-of-thought,false,true,375.0,40.0,25.0,0.0,0
16,MedGemma 4B,few-shot,false,true,250.0,35.0,16.0,2.0,0
16,MedGemma 4B,structured-output,false,true,230.0,25.0,14.0,0.0,0
16,MedGemma 4B,zero-shot,false,true,270.0,25.0,18.0,0.0,0
16,Phi-4-mini 3.8B Instruct,chain-of-thought,false,false,,,,,0
16,Phi-4-mini 3.8B Instruct,few-shot,false,false,,,,,0
16,Phi-4-mini 3.8B Instruct,structured-output,false,false,,,,,0
16,Phi-4-mini 3.8B Instruct,zero-shot,false,false,,,,,0
16,Qwen 2.5 3B Instruct,chain-of-thought,false,true,365.0,24.6,24.7,18.3,7
16,Qwen 2.5 3B Instruct,few-shot,false,true,300.0,32.0,25.0,1.0,9
16,Qwen 2.5 3B Instruct,structured-output,false,true,0.0,0.0,0.0,0.0,9
16,Qwen 2.5 3B Instruct,zero-shot,false,true,0.0,0.0,0.0,0.0,9
17,Gemma-SEA-LION v4 4B,chain-of-thought,false,true,160.0,32.0,8.0,0.0,0
17,Gemma-SEA-LION v4 4B,few-shot,false,true,1600.0,160.0,112.0,0.0,0
17,Gemma-SEA-LION v4 4B,structured-output,false,true,160.0,36.0,10.0,0.0,0
17,Gemma-SEA-LION v4 4B,zero-shot,false,true,160.0,36.0,9.0,0.0,0
17,Llama 3.2 3B Instruct,chain-of-thought,false,true,166.0,31.5,3.35,0.0,0
