experiment_id,transcript_id,model_name,technique_name,rag_enabled,calories,protein_g,total_fat_g,total_carbohydrate_g,sodium_mg,total_sugars_g,calcium_mg,iron_mg,potassium_mg
22,22,Llama 3.2 3B Instruct,zero-shot,false,50.0,5.0,1.5,9.0,200.0,1.0,10.0,0.5,50.0
23,23,Llama 3.2 3B Instruct,zero-shot,false,400.0,40.0,30.0,0.0,200.0,0.0,20.0,5.0,500.0
23,23,Llama 3.2 3B Instruct,zero-shot,false,40.0,1.0,0.0,10.0,10.0,6.0,20.0,0.5,100.0
23,23,Llama 3.2 3B Instruct,zero-shot,false,15.0,0.5,0.0,3.0,5.0,1.0,20.0,0.2,30.0
23,23,Llama 3.2 3B Instruct,zero-shot,false,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,10.0
23,23,Llama 3.2 3B Instruct,zero-shot,false,200.0,15.0,15.0,0.0,300.0,0.0,30.0,2.0,200.0
24,24,Llama 3.2 3B Instruct,zero-shot,false,360.0,60.0,36.0,0.0,600.0,0.0,20.0,8.0,400.0
24,24,Llama 3.2 3B Instruct,zero-shot,false,100.0,2.0,10.0,20.0,200.0,10.0,5.0,1.0,100.0
26,26,Llama 3.2 3B Instruct,zero-shot,false,120.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
27,27,Llama 3.2 3B Instruct,zero-shot,false,0.0,4.38,0.0,9.95,0.0,2.22,150.0,1.67,110.0
27,27,Llama 3.2 3B Instruct,zero-shot,false,0.0,25.0,0.0,0.0,1000.0,0.0,50.0,5.0,500.0
27,27,Llama 3.2 3B Instruct,zero-shot,false,0.0,1.67,0.0,6.67,3000.0,3.33,50.0,5.0,500.0
28,28,Llama 3.2 3B Instruct,zero-shot,false,50.0,1.0,0.5,12.0,10.0,8.0,30.0,0.0,100.0
28,28,Llama 3.2 3B Instruct,zero-shot,false,10.0,0.5,0.0,2.5,5.0,1.5,10.0,0.0,5.0
28,28,Llama 3.2 3B Instruct,zero-shot,false,30.0,1.5,0.0,6.0,50.0,3.0,150.0,0.0,200.0
30,30,Llama 3.2 3B Instruct,zero-shot,false,0.0,1.0,0.0,20.0,0.0,15.0,11.0,0.0,170.0
31,31,Llama 3.2 3B Instruct,zero-shot,false,600.0,5.0,20.0,80.0,500.0,2.0,10.0,1.0,450.0
31,31,Llama 3.2 3B Instruct,zero-shot,false,400.0,30.0,20.0,0.0,500.0,0.0,20.0,2.0,400.0
31,31,Llama 3.2 3B Instruct,zero-shot,false,200.0,5.0,10.0,4.0,300.0,2.0,100.0,1.0,150.0
31,31,Llama 3.2 3B Instruct,zero-shot,false,100.0,1.0,10.0,2.0,200.0,0.0,5.0,0.0,50.0
32,32,Llama 3.2 3B Instruct,zero-shot,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,33,Llama 3.2 3B Instruct,zero-shot,false,120.0,3.0,4.0,20.0,200.0,5.0,100.0,2.0,200.0
33,33,Llama 3.2 3B Instruct,zero-shot,false,100.0,2.0,7.0,15.0,50.0,6.0,20.0,1.0,150.0
33,33,Llama 3.2 3B Instruct,zero-shot,false,105.0,1.0,0.5,25.0,1.0,15.0,10.0,0.5,400.0
33,33,Llama 3.2 3B Instruct,zero-shot,false,64.0,0.0,0.0,17.0,0.0,16.0,0.0,0.0,0.0
37,37,Llama 3.2 3B Instruct,zero-shot,false,190.0,8.0,16.5,8.0,350.0,4.5,0.0,0.0,350.0
37,37,Llama 3.2 3B Instruct,zero-shot,false,200.0,2.0,0.0,40.0,900.0,10.0,0.0,1.0,400.0
37,37,Llama 3.2 3B Instruct,zero-shot,false,200.0,2.0,0.0,40.0,900.0,10.0,0.0,1.0,400.0
37,37,Llama 3.2 3B Instruct,zero-shot,false,64.0,0.0,0.0,16.0,0.0,14.0,0.0,0.0,10.0
37,37,Llama 3.2 3B Instruct,zero-shot,false,0.0,1.0,0.0,2.0,10.0,1.5,0.0,0.0,10.0
37,37,Llama 3.2 3B Instruct,zero-shot,false,0.0,1.0,0.0,2.0,10.0,1.5,0.0,0.0,10.0
37,37,Llama 3.2 3B Instruct,zero-shot,false,0.0,1.0,0.0,2.0,10.0,1.5,0.0,0.0,10.0
38,38,Llama 3.2 3B Instruct,zero-shot,false,20.0,0.5,0.1,3.8,5.0,1.4,20.0,0.1,150.0
38,38,Llama 3.2 3B Instruct,zero-shot,false,120.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
38,38,Llama 3.2 3B Instruct,zero-shot,false,10.0,0.1,0.01,2.0,50.0,0.5,0.0,0.0,10.0
38,38,Llama 3.2 3B Instruct,zero-shot,false,15.0,0.1,0.01,3.0,20.0,1.0,20.0,0.0,10.0
38,38,Llama 3.2 3B Instruct,zero-shot,false,100.0,1.5,11.5,0.0,0.0,0.0,30.0,0.1,20.0
38,38,Llama 3.2 3B Instruct,zero-shot,false,150.0,10.0,12.5,0.0,200.0,0.0,300.0,1.5,20.0
38,38,Llama 3.2 3B Instruct,zero-shot,false,200.0,25.0,10.0,0.0,250.0,0.0,20.0,2.5,200.0
38,38,Llama 3.2 3B Instruct,zero-shot,false,40.0,0.5,4.5,2.0,100.0,1.0,10.0,0.1,20.0
39,39,Llama 3.2 3B Instruct,zero-shot,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,39,Llama 3.2 3B Instruct,zero-shot,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,39,Llama 3.2 3B Instruct,zero-shot,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,40,Llama 3.2 3B Instruct,zero-shot,false,0.0,30.0,0.0,0.0,250.0,0.0,10.0,1.5,400.0
40,40,Llama 3.2 3B Instruct,zero-shot,false,0.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0
40,40,Llama 3.2 3B Instruct,zero-shot,false,0.0,2.0,2.5,10.0,200.0,1.0,20.0,1.0,100.0
40,40,Llama 3.2 3B Instruct,zero-shot,false,0.0,20.0,20.0,5.0,300.0,1.0,100.0,2.0,200.0
43,43,Llama 3.2 3B Instruct,zero-shot,false,300.0,50.0,20.0,0.0,200.0,0.0,20.0,10.0,1000.0
43,43,Llama 3.2 3B Instruct,zero-shot,false,190.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
43,43,Llama 3.2 3B Instruct,zero-shot,false,100.0,2.0,0.5,25.0,10.0,20.0,10.0,1.0,400.0
44,44,Llama 3.2 3B Instruct,zero-shot,false,350.0,30.0,20.0,0.0,200.0,0.0,100.0,3.0,500.0
44,44,Llama 3.2 3B Instruct,zero-shot,false,10.0,1.0,0.0,2.0,0.0,1.0,20.0,0.5,30.0
44,44,Llama 3.2 3B Instruct,zero-shot,false,20.0,0.5,0.0,4.0,0.0,2.0,20.0,0.5,30.0
44,44,Llama 3.2 3B Instruct,zero-shot,false,20.0,0.5,0.0,4.0,0.0,2.0,20.0,0.5,30.0
44,44,Llama 3.2 3B Instruct,zero-shot,false,100.0,1.0,0.0,20.0,500.0,10.0,20.0,0.5,50.0
51,1,Llama 3.2 3B Instruct,few-shot,false,200.0,30.0,20.0,0.0,250.0,0.0,50.0,5.0,150.0
51,1,Llama 3.2 3B Instruct,few-shot,false,40.0,1.0,0.0,10.0,0.0,6.0,4.0,0.0,10.0
52,2,Llama 3.2 3B Instruct,few-shot,false,200.0,20.0,15.0,5.0,250.0,0.0,60.0,2.0,150.0
52,2,Llama 3.2 3B Instruct,few-shot,false,150.0,10.0,10.0,20.0,500.0,0.0,0.0,0.0,500.0
52,2,Llama 3.2 3B Instruct,few-shot,false,25.0,1.0,0.0,6.0,10.0,2.0,20.0,0.0,50.0
52,2,Llama 3.2 3B Instruct,few-shot,false,10.0,1.0,0.0,2.0,5.0,1.0,10.0,0.0,20.0
52,2,Llama 3.2 3B Instruct,few-shot,false,5.0,0.0,0.0,1.0,20.0,0.0,10.0,0.0,20.0
52,2,Llama 3.2 3B Instruct,few-shot,false,5.0,0.0,0.0,1.0,20.0,0.0,10.0,0.0,20.0
52,2,Llama 3.2 3B Instruct,few-shot,false,25.0,1.0,0.0,6.0,10.0,2.0,20.0,0.0,50.0
52,2,Llama 3.2 3B Instruct,few-shot,false,100.0,6.0,7.0,1.0,200.0,0.0,300.0,2.0,50.0
52,2,Llama 3.2 3B Instruct,few-shot,false,20.0,1.0,0.0,3.0,10.0,1.0,40.0,0.0,50.0
53,3,Llama 3.2 3B Instruct,few-shot,false,140.0,13.0,10.0,1.0,140.0,0.0,56.0,2.0,140.0
53,3,Llama 3.2 3B Instruct,few-shot,false,110.0,3.0,0.0,25.0,1.0,1.0,20.0,0.0,200.0
53,3,Llama 3.2 3B Instruct,few-shot,false,120.0,0.0,14.0,5.0,0.0,4.0,0.0,0.0,0.0
53,3,Llama 3.2 3B Instruct,few-shot,false,4.0,0.0,0.0,1.0,1.0,0.0,20.0,0.0,40.0
53,3,Llama 3.2 3B Instruct,few-shot,false,6.0,0.0,0.0,2.0,1.0,0.0,20.0,0.0,40.0
53,3,Llama 3.2 3B Instruct,few-shot,false,45.0,1.0,0.0,11.0,1.0,7.0,40.0,0.0,60.0
54,4,Llama 3.2 3B Instruct,few-shot,false,100.0,5.0,0.0,20.0,200.0,10.0,50.0,1.0,100.0
54,4,Llama 3.2 3B Instruct,few-shot,false,16.0,1.0,0.0,4.0,10.0,2.0,5.0,0.5,50.0
54,4,Llama 3.2 3B Instruct,few-shot,false,44.0,1.0,0.0,10.0,2.0,4.0,5.0,0.5,20.0
54,4,Llama 3.2 3B Instruct,few-shot,false,20.0,1.0,0.0,2.0,1.0,0.0,5.0,0.5,20.0
54,4,Llama 3.2 3B Instruct,few-shot,false,10.0,0.0,0.0,2.0,50.0,0.0,5.0,0.5,20.0
54,4,Llama 3.2 3B Instruct,few-shot,false,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0
54,4,Llama 3.2 3B Instruct,few-shot,false,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
54,4,Llama 3.2 3B Instruct,few-shot,false,10.0,1.0,0.0,2.0,1.0,0.0,5.0,0.5,20.0
54,4,Llama 3.2 3B Instruct,few-shot,false,200.0,8.0,20.0,5.0,100.0,5.0,50.0,1.0,100.0
54,4,Llama 3.2 3B Instruct,few-shot,false,180.0,2.0,0.0,40.0,10.0,8.0,60.0,4.0,400.0
56,6,Llama 3.2 3B Instruct,few-shot,false,110.0,2.0,0.0,25.0,10.0,6.0,20.0,1.0,120.0
56,6,Llama 3.2 3B Instruct,few-shot,false,20.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,4.0
56,6,Llama 3.2 3B Instruct,few-shot,false,10.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0
57,7,Llama 3.2 3B Instruct,few-shot,false,225.0,15.0,4.0,45.0,200.0,6.0,120.0,5.0,1100.0
57,7,Llama 3.2 3B Instruct,few-shot,false,12.0,1.0,0.5,3.0,2.0,1.0,10.0,0.5,40.0
57,7,Llama 3.2 3B Instruct,few-shot,false,10.0,0.5,0.5,3.0,2.0,1.0,10.0,0.5,40.0
57,7,Llama 3.2 3B Instruct,few-shot,false,190.0,8.0,21.0,6.0,50.0,1.0,150.0,5.0,550.0
57,7,Llama 3.2 3B Instruct,few-shot,false,120.0,10.0,2.0,25.0,200.0,2.0,50.0,5.0,400.0
58,8,Llama 3.2 3B Instruct,few-shot,false,240.0,30.0,20.0,10.0,250.0,0.0,100.0,15.0,800.0
58,8,Llama 3.2 3B Instruct,few-shot,false,60.0,1.0,0.0,15.0,10.0,5.0,20.0,0.0,500.0
58,8,Llama 3.2 3B Instruct,few-shot,false,40.0,1.0,0.0,10.0,5.0,6.0,20.0,0.0,300.0
58,8,Llama 3.2 3B Instruct,few-shot,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,8,Llama 3.2 3B Instruct,few-shot,false,20.0,1.0,0.0,5.0,5.0,1.0,10.0,0.0,400.0
59,9,Llama 3.2 3B Instruct,few-shot,false,240.0,35.0,15.0,0.0,250.0,0.0,150.0,3.0,100.0
59,9,Llama 3.2 3B Instruct,few-shot,false,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
59,9,Llama 3.2 3B Instruct,few-shot,false,150.0,6.0,12.0,10.0,200.0,5.0,100.0,2.0,50.0
59,9,Llama 3.2 3B Instruct,few-shot,false,120.0,0.0,14.0,5.0,200.0,1.0,0.0,0.0,0.0
59,9,Llama 3.2 3B Instruct,few-shot,false,5.0,0.0,0.5,1.0,150.0,0.5,0.0,0.0,50.0
59,9,Llama 3.2 3B Instruct,few-shot,false,10.0,1.0,0.5,2.0,5.0,0.5,20.0,0.5,30.0
59,9,Llama 3.2 3B Instruct,few-shot,false,120.0,2.0,0.5,25.0,1.0,1.0,10.0,0.5,150.0
60,10,Llama 3.2 3B Instruct,few-shot,false,400.0,15.0,10.0,80.0,5.0,10.0,20.0,5.0,120.0
60,10,Llama 3.2 3B Instruct,few-shot,false,10.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,20.0
60,10,Llama 3.2 3B Instruct,few-shot,false,20.0,2.0,0.0,5.0,10.0,1.0,20.0,5.0,50.0
60,10,Llama 3.2 3B Instruct,few-shot,false,200.0,5.0,0.0,40.0,10.0,10.0,50.0,10.0,200.0
60,10,Llama 3.2 3B Instruct,few-shot,false,120.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
60,10,Llama 3.2 3B Instruct,few-shot,false,100.0,2.0,0.0,25.0,10.0,20.0,0.0,0.0,50.0
62,12,Llama 3.2 3B Instruct,few-shot,false,140.0,30.0,10.0,0.0,50.0,0.0,10.0,1.0,100.0
62,12,Llama 3.2 3B Instruct,few-shot,false,120.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
62,12,Llama 3.2 3B Instruct,few-shot,false,40.0,1.0,0.0,10.0,1.0,6.0,10.0,0.0,100.0
62,12,Llama 3.2 3B Instruct,few-shot,false,25.0,0.0,0.0,6.0,1.0,3.0,20.0,0.0,150.0
62,12,Llama 3.2 3B Instruct,few-shot,false,10.0,0.0,0.0,2.0,1.0,1.0,5.0,0.0,50.0
62,12,Llama 3.2 3B Instruct,few-shot,false,10.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,20.0
62,12,Llama 3.2 3B Instruct,few-shot,false,100.0,5.0,2.0,20.0,10.0,1.0,10.0,1.0,50.0
62,12,Llama 3.2 3B Instruct,few-shot,false,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0
63,13,Llama 3.2 3B Instruct,few-shot,false,150.0,30.0,10.0,0.0,200.0,0.0,50.0,10.0,500.0
63,13,Llama 3.2 3B Instruct,few-shot,false,50.0,1.0,0.0,10.0,500.0,5.0,0.0,0.0,50.0
63,13,Llama 3.2 3B Instruct,few-shot,false,120.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
63,13,Llama 3.2 3B Instruct,few-shot,false,10.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,10.0
63,13,Llama 3.2 3B Instruct,few-shot,false,40.0,1.0,0.0,10.0,1.0,5.0,0.0,0.0,50.0
63,13,Llama 3.2 3B Instruct,few-shot,false,150.0,20.0,10.0,0.0,500.0,0.0,200.0,10.0,500.0
64,14,Llama 3.2 3B Instruct,few-shot,false,350.0,10.0,10.0,80.0,500.0,20.0,100.0,5.0,200.0
64,14,Llama 3.2 3B Instruct,few-shot,false,50.0,1.0,0.0,10.0,10.0,2.0,10.0,5.0,50.0
64,14,Llama 3.2 3B Instruct,few-shot,false,10.0,0.0,0.0,2.0,1.0,0.0,5.0,1.0,10.0
64,14,Llama 3.2 3B Instruct,few-shot,false,10.0,0.0,0.0,2.0,1.0,0.0,5.0,1.0,10.0
64,14,Llama 3.2 3B Instruct,few-shot,false,140.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0
64,14,Llama 3.2 3B Instruct,few-shot,false,5.0,0.0,0.0,1.0,1.0,0.0,5.0,1.0,10.0
64,14,Llama 3.2 3B Instruct,few-shot,false,10.0,0.0,0.0,2.0,1.0,0.0,5.0,1.0,10.0
64,14,Llama 3.2 3B Instruct,few-shot,false,300.0,50.0,20.0,0.0,600.0,0.0,200.0,20.0,500.0
66,16,Llama 3.2 3B Instruct,few-shot,false,250.0,30.0,20.0,10.0,200.0,0.0,60.0,15.0,400.0
66,16,Llama 3.2 3B Instruct,few-shot,false,240.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0
66,16,Llama 3.2 3B Instruct,few-shot,false,40.0,1.0,0.0,10.0,10.0,6.0,20.0,0.5,60.0
66,16,Llama 3.2 3B Instruct,few-shot,false,40.0,1.0,0.0,10.0,10.0,6.0,20.0,0.5,60.0
66,16,Llama 3.2 3B Instruct,few-shot,false,120.0,1.0,14.0,10.0,50.0,6.0,20.0,0.5,60.0
66,16,Llama 3.2 3B Instruct,few-shot,false,55.0,2.0,0.0,10.0,20.0,5.0,80.0,1.5,120.0
67,17,Llama 3.2 3B Instruct,few-shot,false,140.0,30.0,6.0,0.0,50.0,0.0,12.0,1.0,80.0
67,17,Llama 3.2 3B Instruct,few-shot,false,360.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0
67,17,Llama 3.2 3B Instruct,few-shot,false,200.0,8.0,2.0,40.0,10.0,2.0,20.0,1.0,120.0
67,17,Llama 3.2 3B Instruct,few-shot,false,20.0,1.0,0.0,3.0,10.0,1.0,50.0,0.0,60.0
67,17,Llama 3.2 3B Instruct,few-shot,false,160.0,12.0,12.0,2.0,300.0,1.0,200.0,4.0,60.0
67,17,Llama 3.2 3B Instruct,few-shot,false,10.0,1.0,0.0,2.0,2.0,1.0,10.0,0.0,6.0
67,17,Llama 3.2 3B Instruct,few-shot,false,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,10.0
69,19,Llama 3.2 3B Instruct,few-shot,false,300.0,30.0,20.0,0.0,200.0,0.0,100.0,5.0,200.0
69,19,Llama 3.2 3B Instruct,few-shot,false,20.0,1.0,0.0,4.0,1.0,1.0,2.0,0.0,4.0
69,19,Llama 3.2 3B Instruct,few-shot,false,120.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
69,19,Llama 3.2 3B Instruct,few-shot,false,50.0,0.0,0.0,12.0,1.0,12.0,0.0,0.0,0.0
69,19,Llama 3.2 3B Instruct,few-shot,false,64.0,0.0,0.0,16.0,1.0,16.0,0.0,0.0,0.0
70,20,Llama 3.2 3B Instruct,few-shot,false,150.0,10.0,10.0,30.0,50.0,20.0,40.0,3.0,100.0
70,20,Llama 3.2 3B Instruct,few-shot,false,200.0,5.0,20.0,40.0,100.0,30.0,50.0,2.0,100.0
70,20,Llama 3.2 3B Instruct,few-shot,false,100.0,2.0,5.0,25.0,20.0,10.0,5.0,1.0,20.0
71,21,Llama 3.2 3B Instruct,few-shot,false,200.0,50.0,10.0,0.0,500.0,0.0,20.0,5.0,200.0
71,21,Llama 3.2 3B Instruct,few-shot,false,300.0,10.0,15.0,40.0,200.0,10.0,20.0,5.0,100.0
71,21,Llama 3.2 3B Instruct,few-shot,false,180.0,18.0,12.0,0.0,200.0,0.0,20.0,5.0,120.0
71,21,Llama 3.2 3B Instruct,few-shot,false,100.0,0.0,10.0,0.0,200.0,0.0,0.0,0.0,0.0
71,21,Llama 3.2 3B Instruct,few-shot,false,20.0,1.0,0.0,5.0,1.0,1.0,0.0,1.0,5.0
71,21,Llama 3.2 3B Instruct,few-shot,false,40.0,1.0,0.0,10.0,2.0,6.0,0.0,2.0,10.0
71,21,Llama 3.2 3B Instruct,few-shot,false,40.0,1.0,0.0,10.0,2.0,6.0,0.0,2.0,10.0
71,21,Llama 3.2 3B Instruct,few-shot,false,150.0,0.0,15.0,0.0,200.0,0.0,0.0,0.0,0.0
72,22,Llama 3.2 3B Instruct,few-shot,false,200.0,25.0,15.0,0.0,200.0,0.0,150.0,15.0,250.0
72,22,Llama 3.2 3B Instruct,few-shot,false,120.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
72,22,Llama 3.2 3B Instruct,few-shot,false,200.0,10.0,10.0,40.0,400.0,10.0,20.0,5.0,150.0
72,22,Llama 3.2 3B Instruct,few-shot,false,20.0,1.0,0.0,4.0,1.0,2.0,1.0,0.0,5.0
72,22,Llama 3.2 3B Instruct,few-shot,false,20.0,1.0,0.0,4.0,1.0,2.0,1.0,0.0,5.0
72,22,Llama 3.2 3B Instruct,few-shot,false,20.0,1.0,0.0,4.0,1.0,2.0,1.0,0.0,5.0
72,22,Llama 3.2 3B Instruct,few-shot,false,120.0,0.0,0.0,30.0,1.0,30.0,0.0,0.0,0.0
72,22,Llama 3.2 3B Instruct,few-shot,false,100.0,2.0,0.0,25.0,1.0,3.0,10.0,1.0,20.0
74,24,Llama 3.2 3B Instruct,few-shot,false,120.0,25.0,8.0,0.0,250.0,0.0,30.0,3.0,150.0
74,24,Llama 3.2 3B Instruct,few-shot,false,64.0,0.0,0.0,17.0,0.0,16.0,0.0,0.0,0.0
74,24,Llama 3.2 3B Instruct,few-shot,false,10.0,1.0,0.0,2.0,2500.0,0.0,10.0,5.0,100.0
74,24,Llama 3.2 3B Instruct,few-shot,false,0.0,0.0,0.0,1.0,0.0,0.0,10.0,5.0,20.0
75,25,Llama 3.2 3B Instruct,few-shot,false,120.0,1.0,0.0,30.0,10.0,20.0,10.0,0.0,1000.0
75,25,Llama 3.2 3B Instruct,few-shot,false,120.0,2.0,0.0,25.0,10.0,15.0,20.0,0.0,100.0
75,25,Llama 3.2 3B Instruct,few-shot,false,150.0,3.0,0.0,30.0,10.0,5.0,150.0,0.0,100.0
75,25,Llama 3.2 3B Instruct,few-shot,false,350.0,2.0,40.0,0.0,0.0,0.0,50.0,0.0,100.0
75,25,Llama 3.2 3B Instruct,few-shot,false,200.0,1.0,20.0,25.0,10.0,20.0,10.0,0.0,100.0
75,25,Llama 3.2 3B Instruct,few-shot,false,0.0,1.0,0.0,5.0,100.0,1.0,20.0,0.0,50.0
76,26,Llama 3.2 3B Instruct,few-shot,false,10.0,0.0,0.0,2.0,1.0,1.0,20.0,1.0,60.0
76,26,Llama 3.2 3B Instruct,few-shot,false,10.0,0.0,0.0,2.0,1.0,1.0,20.0,1.0,60.0
76,26,Llama 3.2 3B Instruct,few-shot,false,360.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0
76,26,Llama 3.2 3B Instruct,few-shot,false,1200.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0
77,27,Llama 3.2 3B Instruct,few-shot,false,150.0,5.0,2.0,30.0,1.0,5.0,10.0,1.0,70.0
77,27,Llama 3.2 3B Instruct,few-shot,false,120.0,15.0,3.0,0.0,20.0,0.0,5.0,1.0,50.0
77,27,Llama 3.2 3B Instruct,few-shot,false,180.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
77,27,Llama 3.2 3B Instruct,few-shot,false,60.0,6.0,5.0,0.0,10.0,0.0,12.0,1.0,60.0
