experiment_id,transcript_id,model_name,technique_name,rag_enabled,name_original,name_en,is_hallucinated
64,14,Llama 3.2 3B Instruct,few-shot,0,minyak,cooking oil,1
64,14,Llama 3.2 3B Instruct,few-shot,0,serai,lemon balm,1
64,14,Llama 3.2 3B Instruct,few-shot,0,lengkuas,galangal,1
64,14,Llama 3.2 3B Instruct,few-shot,0,ayam,chicken,1
66,16,Llama 3.2 3B Instruct,few-shot,0,daging,beef,1
66,16,Llama 3.2 3B Instruct,few-shot,0,minyak,cooking oil,0
66,16,Llama 3.2 3B Instruct,few-shot,0,bawang,onion,1
66,16,Llama 3.2 3B Instruct,few-shot,0,halia,garlic,1
66,16,Llama 3.2 3B Instruct,few-shot,0,kicap manis pedas,sweet and spicy sauce,1
66,16,Llama 3.2 3B Instruct,few-shot,0,brokoli,broccoli,0
67,17,Llama 3.2 3B Instruct,few-shot,0,ayam,chicken breast,1
67,17,Llama 3.2 3B Instruct,few-shot,0,minyak,cooking oil,0
67,17,Llama 3.2 3B Instruct,few-shot,0,pasta,spaghetti,1
67,17,Llama 3.2 3B Instruct,few-shot,0,kacang,baby spinach,1
67,17,Llama 3.2 3B Instruct,few-shot,0,keju,parmesan cheese,1
67,17,Llama 3.2 3B Instruct,few-shot,0,bawang,garlic,0
67,17,Llama 3.2 3B Instruct,few-shot,0,lada,black pepper,0
69,19,Llama 3.2 3B Instruct,few-shot,0,dada ayam,chicken thigh,1
69,19,Llama 3.2 3B Instruct,few-shot,0,bawang putih,garlic,1
69,19,Llama 3.2 3B Instruct,few-shot,0,minyak,cooking oil,1
69,19,Llama 3.2 3B Instruct,few-shot,0,bawang gula,sugar,1
69,19,Llama 3.2 3B Instruct,few-shot,0,madu,honey,1
70,20,Llama 3.2 3B Instruct,few-shot,0,buah naga,dragon fruit,1
70,20,Llama 3.2 3B Instruct,few-shot,0,susu pekat,sweetened condensed milk,1
70,20,Llama 3.2 3B Instruct,few-shot,0,cincau,ground ginger,1
71,21,Llama 3.2 3B Instruct,few-shot,0,beef,beef,0
71,21,Llama 3.2 3B Instruct,few-shot,0,mee sedap,mie goreng perisa asli,1
71,21,Llama 3.2 3B Instruct,few-shot,0,telur kuning,egg yellow,1
71,21,Llama 3.2 3B Instruct,few-shot,0,mayo,mayonnaise,0
71,21,Llama 3.2 3B Instruct,few-shot,0,bawang putih,garlic,0
71,21,Llama 3.2 3B Instruct,few-shot,0,bawang merah,red onion,0
71,21,Llama 3.2 3B Instruct,few-shot,0,daun bawang,fresh cilantro,1
71,21,Llama 3.2 3B Instruct,few-shot,0,chili oil,chili oil,0
72,22,Llama 3.2 3B Instruct,few-shot,0,daging shabu-shabu,beef shabu-shabu,1
72,22,Llama 3.2 3B Instruct,few-shot,0,minyak bijan,peanut oil,1
72,22,Llama 3.2 3B Instruct,few-shot,0,mee segera,instant noodles,0
72,22,Llama 3.2 3B Instruct,few-shot,0,bawang putih,garlic,0
72,22,Llama 3.2 3B Instruct,few-shot,0,cili merah,red chili,0
72,22,Llama 3.2 3B Instruct,few-shot,0,daun kutumbar,cilantro,1
72,22,Llama 3.2 3B Instruct,few-shot,0,lemak gula,sugar syrup,0
72,22,Llama 3.2 3B Instruct,few-shot,0,beras,rice,0
74,24,Llama 3.2 3B Instruct,few-shot,0,ayam,chicken,0
74,24,Llama 3.2 3B Instruct,few-shot,0,madu,honey,0
74,24,Llama 3.2 3B Instruct,few-shot,0,capic,soy sauce,1
74,24,Llama 3.2 3B Instruct,few-shot,0,paprika,paprika,1
75,25,Llama 3.2 3B Instruct,few-shot,0,pisang,banana,1
75,25,Llama 3.2 3B Instruct,few-shot,0,cocoa powder,cocoa powder,1
75,25,Llama 3.2 3B Instruct,few-shot,0,Quaker rolled oats,rolled oats,1
75,25,Llama 3.2 3B Instruct,few-shot,0,melted butter,melted butter,0
75,25,Llama 3.2 3B Instruct,few-shot,0,dark chocolate chips,dark chocolate chips,1
75,25,Llama 3.2 3B Instruct,few-shot,0,baking powder,baking powder,1
76,26,Llama 3.2 3B Instruct,few-shot,0,daun bawang,green onion,1
76,26,Llama 3.2 3B Instruct,few-shot,0,bawang putih,garlic,0
76,26,Llama 3.2 3B Instruct,few-shot,0,minyak,cooking oil,1
76,26,Llama 3.2 3B Instruct,few-shot,0,shamida chilli oil,Shamida Chilli Oil,1
77,27,Llama 3.2 3B Instruct,few-shot,0,oat,oat,0
77,27,Llama 3.2 3B Instruct,few-shot,0,ayam,chicken,1
77,27,Llama 3.2 3B Instruct,few-shot,0,minyak,cooking oil,1
77,27,Llama 3.2 3B Instruct,few-shot,0,telur,egg,1
78,28,Llama 3.2 3B Instruct,few-shot,0,strawberry,strawberry,1
78,28,Llama 3.2 3B Instruct,few-shot,0,minyak,cooking oil,1
78,28,Llama 3.2 3B Instruct,few-shot,0,teh hijau,matcha powder,1
78,28,Llama 3.2 3B Instruct,few-shot,0,nari oat,oat milk,1
79,29,Llama 3.2 3B Instruct,few-shot,0,butter,butter,1
79,29,Llama 3.2 3B Instruct,few-shot,0,tepung serba guna,all-purpose flour,1
79,29,Llama 3.2 3B Instruct,few-shot,0,dark choclate,dark chocolate,1
79,29,Llama 3.2 3B Instruct,few-shot,0,telur,egg,1
79,29,Llama 3.2 3B Instruct,few-shot,0,gula,sugar,0
79,29,Llama 3.2 3B Instruct,few-shot,0,garam,salt,1
80,30,Llama 3.2 3B Instruct,few-shot,0,strawberry,strawberry,0
80,30,Llama 3.2 3B Instruct,few-shot,0,cream,whipping cream,0
80,30,Llama 3.2 3B Instruct,few-shot,0,roti,bread,0
80,30,Llama 3.2 3B Instruct,few-shot,0,kiwi,kiwi,1
80,30,Llama 3.2 3B Instruct,few-shot,0,mango,mango,1
80,30,Llama 3.2 3B Instruct,few-shot,0,orange,orange,1
81,31,Llama 3.2 3B Instruct,few-shot,0,bawang,onion,0
81,31,Llama 3.2 3B Instruct,few-shot,0,hollandaise sauce,cheese sauce,0
81,31,Llama 3.2 3B Instruct,few-shot,0,daging,minced beef,0
81,31,Llama 3.2 3B Instruct,few-shot,0,burger,burger patty,0
83,33,Llama 3.2 3B Instruct,few-shot,0,Julie's Cheese Cracker,Julie's Cheese Cracker,1
83,33,Llama 3.2 3B Instruct,few-shot,0,madu,honey,0
83,33,Llama 3.2 3B Instruct,few-shot,0,pisang,banana,0
83,33,Llama 3.2 3B Instruct,few-shot,0,hazelnut spread,hazelnut spread,0
84,34,Llama 3.2 3B Instruct,few-shot,0,daging ayam,chicken breast,0
84,34,Llama 3.2 3B Instruct,few-shot,0,minyak,cooking oil,1
84,34,Llama 3.2 3B Instruct,few-shot,0,macaroni,macaroni,0
85,35,Llama 3.2 3B Instruct,few-shot,0,ayam,chicken,0
85,35,Llama 3.2 3B Instruct,few-shot,0,tepuh pedas bonechef,spicy flour BoneChef,1
88,38,Llama 3.2 3B Instruct,few-shot,0,bawang holland,holland onion,1
88,38,Llama 3.2 3B Instruct,few-shot,0,minyak,cooking oil,1
88,38,Llama 3.2 3B Instruct,few-shot,0,spagetti,spaghetti,0
88,38,Llama 3.2 3B Instruct,few-shot,0,kacang cili,chili pepper,1
89,39,Llama 3.2 3B Instruct,few-shot,0,telur,egg,0
89,39,Llama 3.2 3B Instruct,few-shot,0,nasi,rice,0
89,39,Llama 3.2 3B Instruct,few-shot,0,bawang putih,garlic,0
89,39,Llama 3.2 3B Instruct,few-shot,0,bawang merah,onion,0
89,39,Llama 3.2 3B Instruct,few-shot,0,cili,chili pepper,0
89,39,Llama 3.2 3B Instruct,few-shot,0,ikan bilis,dried fish,1
89,39,Llama 3.2 3B Instruct,few-shot,0,minyak,cooking oil,0
90,40,Llama 3.2 3B Instruct,few-shot,0,dada ayam,chicken breast,0
90,40,Llama 3.2 3B Instruct,few-shot,0,roti,bread,0
90,40,Llama 3.2 3B Instruct,few-shot,0,sauce,tomato sauce,1
91,41,Llama 3.2 3B Instruct,few-shot,0,peanut butter,peanut butter,0
91,41,Llama 3.2 3B Instruct,few-shot,0,kicap masin,soy sauce,0
91,41,Llama 3.2 3B Instruct,few-shot,0,kicap manis,honey,0
91,41,Llama 3.2 3B Instruct,few-shot,0,madu,honey,0
91,41,Llama 3.2 3B Instruct,few-shot,0,bawang putih,garlic,0
91,41,Llama 3.2 3B Instruct,few-shot,0,halia,ginger,0
91,41,Llama 3.2 3B Instruct,few-shot,0,chilli flakes,chili flakes,0
91,41,Llama 3.2 3B Instruct,few-shot,0,minyak cili,chili oil,1
91,41,Llama 3.2 3B Instruct,few-shot,0,jus lemon,lemon juice,0
91,41,Llama 3.2 3B Instruct,few-shot,0,mie,noodle,0
91,41,Llama 3.2 3B Instruct,few-shot,0,wantan,wonton,1
93,43,Llama 3.2 3B Instruct,few-shot,0,daging beef,beef brisket,1
93,43,Llama 3.2 3B Instruct,few-shot,0,minyak olive,olive oil,0
93,43,Llama 3.2 3B Instruct,few-shot,0,pasta,Pappardelle,0
93,43,Llama 3.2 3B Instruct,few-shot,0,tomato paste,tomato paste,0
93,43,Llama 3.2 3B Instruct,few-shot,0,bawang putih,onion,0
93,43,Llama 3.2 3B Instruct,few-shot,0,tepu,black pepper,0
94,44,Llama 3.2 3B Instruct,few-shot,0,daging,beef,0
94,44,Llama 3.2 3B Instruct,few-shot,0,kicap masin,soy sauce,0
94,44,Llama 3.2 3B Instruct,few-shot,0,kicap manis,sweet soy sauce,0
94,44,Llama 3.2 3B Instruct,few-shot,0,bawang putih,garlic,0
94,44,Llama 3.2 3B Instruct,few-shot,0,halia,onion,0
94,44,Llama 3.2 3B Instruct,few-shot,0,cili padi,chilli pepper,0
94,44,Llama 3.2 3B Instruct,few-shot,0,tomato,tomato,0
94,44,Llama 3.2 3B Instruct,few-shot,0,bawang holland,holandaise sauce,1
94,44,Llama 3.2 3B Instruct,few-shot,0,nasi,rice,1
96,46,Llama 3.2 3B Instruct,few-shot,0,ayam,chicken thigh,0
96,46,Llama 3.2 3B Instruct,few-shot,0,nasi,rice,0
96,46,Llama 3.2 3B Instruct,few-shot,0,butter,butter,0
98,48,Llama 3.2 3B Instruct,few-shot,0,timun,cucumber,0
98,48,Llama 3.2 3B Instruct,few-shot,0,sambal,chili sauce,1
98,48,Llama 3.2 3B Instruct,few-shot,0,kapci manis,sweet soy sauce,0
98,48,Llama 3.2 3B Instruct,few-shot,0,telur,egg,0
98,48,Llama 3.2 3B Instruct,few-shot,0,tomato,tomato,0
101,1,Llama 3.2 3B Instruct,chain-of-thought,0,ayam,chicken thigh,0
101,1,Llama 3.2 3B Instruct,chain-of-thought,0,halia,garlic,0
101,1,Llama 3.2 3B Instruct,chain-of-thought,0,daun bawang,leek,1
101,1,Llama 3.2 3B Instruct,chain-of-thought,0,sos tiram,soy sauce,1
101,1,Llama 3.2 3B Instruct,chain-of-thought,0,minyak,oil,0
103,3,Llama 3.2 3B Instruct,chain-of-thought,0,Kicap ABC,ABC Soy Sauce,0
103,3,Llama 3.2 3B Instruct,chain-of-thought,0,Sos Manis,Sweet Soy Sauce,0
103,3,Llama 3.2 3B Instruct,chain-of-thought,0,Bawang Putih,Garlic,0
103,3,Llama 3.2 3B Instruct,chain-of-thought,0,Halia,Galangal,1
103,3,Llama 3.2 3B Instruct,chain-of-thought,0,Bawang Besar,Lemongrass,1
103,3,Llama 3.2 3B Instruct,chain-of-thought,0,Kunyit,Turmeric,0
103,3,Llama 3.2 3B Instruct,chain-of-thought,0,Garam,Salt,0
103,3,Llama 3.2 3B Instruct,chain-of-thought,0,Lada Putih,White Pepper,0
103,3,Llama 3.2 3B Instruct,chain-of-thought,0,Beras,Rice,0
103,3,Llama 3.2 3B Instruct,chain-of-thought,0,Ayam,Chicken Breast,1
103,3,Llama 3.2 3B Instruct,chain-of-thought,0,Minyak Bijan,Coconut Oil,1
103,3,Llama 3.2 3B Instruct,chain-of-thought,0,Daun Bawang,Fresh Cilantro,1
109,9,Llama 3.2 3B Instruct,chain-of-thought,0,salmon,Salmon,0
109,9,Llama 3.2 3B Instruct,chain-of-thought,0,kacau,Kecap manis (soy sauce),1
109,9,Llama 3.2 3B Instruct,chain-of-thought,0,sauces,-,1
109,9,Llama 3.2 3B Instruct,chain-of-thought,0,nasi,Jasmine Rice,0
109,9,Llama 3.2 3B Instruct,chain-of-thought,0,seaweed,-,1
116,16,Llama 3.2 3B Instruct,chain-of-thought,0,daging,beef,1
116,16,Llama 3.2 3B Instruct,chain-of-thought,0,minyak bijan,vegetable oil,0
116,16,Llama 3.2 3B Instruct,chain-of-thought,0,kicap masin,soy sauce,1
116,16,Llama 3.2 3B Instruct,chain-of-thought,0,sos tiram mahsuri,tiramisu sauce,1
116,16,Llama 3.2 3B Instruct,chain-of-thought,0,tepatung jagung,cornstarch,1
116,16,Llama 3.2 3B Instruct,chain-of-thought,0,bawang,onion,1
116,16,Llama 3.2 3B Instruct,chain-of-thought,0,brokoli,broccoli,0
121,21,Llama 3.2 3B Instruct,chain-of-thought,0,minyak,oil,0
121,21,Llama 3.2 3B Instruct,chain-of-thought,0,beef,beef,0
121,21,Llama 3.2 3B Instruct,chain-of-thought,0,mee sedap,mee sedap,1
121,21,Llama 3.2 3B Instruct,chain-of-thought,0,telur kuning,egg yolk,0
121,21,Llama 3.2 3B Instruct,chain-of-thought,0,mayo,mayonnaise,0
121,21,Llama 3.2 3B Instruct,chain-of-thought,0,bawang putih,garlic,0
121,21,Llama 3.2 3B Instruct,chain-of-thought,0,bawang merah,shallot,0
121,21,Llama 3.2 3B Instruct,chain-of-thought,0,daun bawang,fresh parsley,1
127,27,Llama 3.2 3B Instruct,chain-of-thought,0,னிக,Quaker Rolled Oats,0
127,27,Llama 3.2 3B Instruct,chain-of-thought,0,஁ழனக,Chicken Mince,1
127,27,Llama 3.2 3B Instruct,chain-of-thought,0,஡ிக,Minyak Bijan,1
127,27,Llama 3.2 3B Instruct,chain-of-thought,0,஡ிக,Salt,1
129,29,Llama 3.2 3B Instruct,chain-of-thought,0,tepung serba guna,all-purpose flour,1
129,29,Llama 3.2 3B Instruct,chain-of-thought,0,dark chocolate,dark chocolate,1
129,29,Llama 3.2 3B Instruct,chain-of-thought,0,telur,egg,1
129,29,Llama 3.2 3B Instruct,chain-of-thought,0,gula,sugar,0
129,29,Llama 3.2 3B Instruct,chain-of-thought,0,butter,butter,1
130,30,Llama 3.2 3B Instruct,chain-of-thought,0,男个,Strawberry,0
130,30,Llama 3.2 3B Instruct,chain-of-thought,0,日京,Whipped Cream,1
130,30,Llama 3.2 3B Instruct,chain-of-thought,0,秒股,Bread,0
130,30,Llama 3.2 3B Instruct,chain-of-thought,0,摜步,Sugar,0
144,44,Llama 3.2 3B Instruct,chain-of-thought,0,daging sapi,beef,0
144,44,Llama 3.2 3B Instruct,chain-of-thought,0,bawang putih,garlic,0
144,44,Llama 3.2 3B Instruct,chain-of-thought,0,halia,onion,0
144,44,Llama 3.2 3B Instruct,chain-of-thought,0,cili padi,chilies,1
144,44,Llama 3.2 3B Instruct,chain-of-thought,0,kicap masin,soy sauce,0
144,44,Llama 3.2 3B Instruct,chain-of-thought,0,bawang holland,hollandaise sauce,1
144,44,Llama 3.2 3B Instruct,chain-of-thought,0,kacang panjang,broccoli,0
144,44,Llama 3.2 3B Instruct,chain-of-thought,0,nasi,rice,1
148,48,Llama 3.2 3B Instruct,chain-of-thought,0,ணி்,cucumber,0
148,48,Llama 3.2 3B Instruct,chain-of-thought,0,北丈,sambal,1
148,48,Llama 3.2 3B Instruct,chain-of-thought,0,服务,fish sauce,1
148,48,Llama 3.2 3B Instruct,chain-of-thought,0,新云,lemon juice,0
148,48,Llama 3.2 3B Instruct,chain-of-thought,0,新过,chopped scallion,1
